episode,episode_reward,fps,step
0.0,3.238676879575086,0.04122401940133877,0
1.0,10.066931837474069,14.785261579697394,1000
2.0,5.145443812878304,257.18303568526954,2000
3.0,6.636369414658316,5.917368696855716,3000
4.0,8.563924157934071,6.010752453887385,4000
5.0,5.448330927754625,5.94865716528567,5000
6.0,4.383144818902778,6.023205536446324,6000
7.0,11.156681365112536,6.011020167333927,7000
8.0,15.305939661353882,6.00324930586199,8000
9.0,7.670698206906397,5.990997654378748,9000
10.0,12.953302998815472,5.931721874756875,10000
11.0,6.172773939940737,4.291832011222558,11000
12.0,16.024072757154094,5.897017983077184,12000
13.0,22.60383855371131,5.89940892178872,13000
14.0,12.688915949011706,5.903897899078337,14000
15.0,19.865196719551417,5.878295531092556,15000
16.0,27.115918002117475,5.853209129404416,16000
17.0,27.46213869291943,5.976193789272567,17000
18.0,21.820902015637127,5.334218924153154,18000
19.0,38.81335754076618,4.803654335177142,19000
20.0,49.87574805453606,5.0387680834424105,20000
21.0,50.52883210177191,3.567750414202473,21000
22.0,80.63836177877178,5.603260073341599,22000
23.0,105.80305869888338,4.999874749937063,23000
24.0,121.67559078488252,4.903058238950205,24000
25.0,33.49231940662165,4.795276890797151,25000
26.0,112.9022670011013,5.368300545087474,26000
27.0,149.9766878675103,4.891180634698156,27000
28.0,59.89638780333072,5.183858069421121,28000
29.0,188.9026037865428,5.127630843577589,29000
30.0,167.7352591859229,4.890800275045015,30000
31.0,225.75740871310518,3.8915838416597572,31000
32.0,144.16060399252805,5.433565436766577,32000
33.0,135.90612341923446,5.168800887817819,33000
34.0,180.19219162557187,5.644431108487402,34000
35.0,194.2062033953753,5.470854443683491,35000
36.0,162.49523791337737,5.727952799802031,36000
37.0,151.56350360129113,5.53711041977496,37000
38.0,182.36410096482572,5.277833029801494,38000
39.0,196.07045957166804,5.463663941711761,39000
40.0,143.23599514872166,5.497022739152115,40000
41.0,160.46320504357467,4.054546059756881,41000
42.0,171.4834406139775,5.473672816419148,42000
43.0,182.1259969779861,5.6051513728197735,43000
44.0,187.4736485220835,5.547458816066365,44000
45.0,220.947360340539,5.684700863174847,45000
46.0,223.11692937334448,5.639317340547752,46000
47.0,243.7618639165668,5.314829841151453,47000
48.0,218.55800354202898,4.977498401097502,48000
49.0,213.23015202985735,5.746324512247487,49000
50.0,259.9973991700507,5.076812525103678,50000
51.0,210.9642572605212,4.112945310580302,51000
52.0,191.30400393903105,5.320456215359827,52000
53.0,290.6769913989857,5.502374498694779,53000
54.0,272.3985840729488,5.693279419830798,54000
55.0,249.3253660752984,5.779423294548351,55000
56.0,270.55545139530136,5.463831556482711,56000
57.0,271.36372705610785,5.372864061516736,57000
58.0,259.1643218006361,5.7654610747114905,58000
59.0,240.2321992034066,5.25659752491055,59000
60.0,274.3335287702775,5.3269253787203725,60000
61.0,271.10357974537004,4.01319056394328,61000
62.0,293.0172370183935,5.689119716155584,62000
63.0,302.90150210711556,5.298914336705357,63000
64.0,68.04628015256016,5.390522586369628,64000
65.0,317.950737314068,5.6215669947513485,65000
66.0,311.10790456381795,5.575112434716363,66000
67.0,114.7517244291213,5.349246189863606,67000
68.0,293.1680852814063,5.241850041989874,68000
69.0,308.53156885970293,5.378382042862942,69000
70.0,149.27717106477454,5.264280392132199,70000
71.0,261.15084247779885,3.9746242445202955,71000
72.0,208.9721858743522,5.439561798874898,72000
73.0,319.3369624808909,5.492680360531846,73000
74.0,287.98738885990906,5.563478848455658,74000
75.0,331.79329169222257,5.65707157496062,75000
76.0,113.01473777097256,5.340189017734465,76000
77.0,284.18998048211415,5.731989832618895,77000
78.0,356.3532478289293,5.641493077858414,78000
79.0,93.23955041861663,5.400744323658698,79000
80.0,336.7067868658564,5.267742070062588,80000
81.0,214.1420135746003,3.904721199550807,81000
82.0,346.20303538689575,5.567026757730712,82000
83.0,367.16006017074693,5.4984512009204805,83000
84.0,307.19455478434963,5.496037561574975,84000
85.0,371.1234203013055,5.439601502044991,85000
86.0,333.7816446465196,5.024999609794051,86000
87.0,351.08715459532624,5.389985477959086,87000
88.0,320.8625598816877,5.033304476212536,88000
89.0,342.5060872973294,5.329926182467134,89000
90.0,333.0664272747938,5.399711710795739,90000
91.0,342.9880317806278,3.6216133860809485,91000
92.0,362.37216604332536,5.181598043092047,92000
93.0,332.6031433634133,5.273283432024343,93000
94.0,328.8450049612535,5.845172801332467,94000
95.0,366.68721566974733,5.683966392668389,95000
96.0,188.61540953445797,5.71063381878045,96000
97.0,361.5718604594156,5.52859750438163,97000
98.0,87.515285575847,5.587417408563259,98000
99.0,243.34572378749732,5.316548973513448,99000
100.0,124.69201614880757,5.537415665291334,100000
101.0,377.9225662053246,4.170926913960442,101000
102.0,337.38756034639687,5.606648583002095,102000
103.0,248.47258824571426,5.214739168514182,103000
104.0,189.94226196002447,5.236723916832329,104000
105.0,356.0463767441469,5.639103289023654,105000
106.0,406.1499611204222,5.149631060097253,106000
107.0,307.00356658279685,4.990083255538965,107000
108.0,130.30233606960633,5.368250827702778,108000
109.0,345.23469114630075,5.726680037126732,109000
110.0,351.80878219755476,5.436360998528082,110000
111.0,146.9613419411442,4.022288190809812,111000
112.0,71.64119968659536,5.374691693623926,112000
113.0,370.0571096759031,5.381362268022778,113000
114.0,311.83934192020894,5.723088800107786,114000
115.0,428.899829720319,5.8906953814396825,115000
116.0,113.47218152775926,5.7354485833872575,116000
117.0,61.25047482992319,5.709676982687151,117000
118.0,415.5773341937052,5.625947532573069,118000
119.0,405.45231216449366,5.752709318732287,119000
120.0,136.5157223416858,5.127038412351722,120000
121.0,80.94119695198825,4.227359797664238,121000
122.0,310.3899319682686,5.676567085747407,122000
123.0,473.2570513030081,5.600791959213059,123000
124.0,156.2485042588279,5.315114667251684,124000
125.0,120.8965153421496,5.391990995179223,125000
126.0,408.14164837492945,5.514743291804313,126000
127.0,487.8301316114323,5.532082079374601,127000
128.0,425.14242519956457,5.698428222205725,128000
129.0,384.4320804347691,5.7275725165389835,129000
130.0,445.62437007087476,5.903802730822371,130000
131.0,400.2041541610045,3.9862692728018696,131000
132.0,346.1565710079297,5.620224138929032,132000
133.0,419.482193610925,5.187116564728251,133000
134.0,377.7345494494766,5.591452087670889,134000
135.0,414.8868078000667,5.5269458812459265,135000
136.0,385.2917081393302,5.8464787539404455,136000
137.0,361.4770802667685,5.579388975933375,137000
138.0,440.2257217327093,5.318356857410618,138000
139.0,366.03209337316895,5.810923338974785,139000
140.0,375.4267248596786,5.528814923938578,140000
141.0,451.2257400605353,3.943325044270111,141000
142.0,331.88061616454195,5.656911777157675,142000
143.0,429.496995465225,5.610022824610828,143000
144.0,390.48453512563526,5.702859130178342,144000
145.0,198.41536737932213,5.745485521556043,145000
146.0,370.1079763182439,5.522856778485622,146000
147.0,356.31936830369204,5.465948629473104,147000
148.0,143.49277761037413,5.651298342214642,148000
149.0,365.04712454543255,5.540696465898736,149000
150.0,353.5504577117692,5.524812406367705,150000
151.0,385.0935137170717,3.9184352934392437,151000
152.0,333.4886395392641,5.337861697531406,152000
153.0,16.38937560088193,5.698524719481853,153000
154.0,387.6617978481244,5.853303882454259,154000
155.0,228.77513057294172,5.790405612839418,155000
156.0,381.6738052046528,5.8212667917738425,156000
157.0,226.71318226554806,5.4000955884115465,157000
158.0,350.82811113846265,5.486587021795631,158000
159.0,415.738184894686,5.707983738885307,159000
160.0,422.760162921003,5.57694016594452,160000
161.0,296.4389136410616,3.835880738421309,161000
162.0,367.75912770768184,4.726281802280765,162000
163.0,384.1671947767578,4.693207721851516,163000
164.0,38.82572857773305,4.720753105302759,164000
165.0,433.7668442244231,4.74531234965145,165000
166.0,424.61490732988545,4.71196836486565,166000
167.0,158.10198670078913,4.742231768097895,167000
168.0,150.29339951896026,4.737692772364748,168000
169.0,449.57088994083546,4.692071540103049,169000
170.0,353.2583208266847,4.7283397087265255,170000
171.0,409.85818366703586,3.267315580176876,171000
172.0,420.5312976409707,4.726481898508874,172000
173.0,445.81326248898864,4.713875355242986,173000
174.0,352.94044871076574,4.715674934179222,174000
175.0,439.6278854339973,4.6785311611105165,175000
176.0,467.2196218189185,4.714820483080611,176000
177.0,488.51318944436423,4.717388087179741,177000
178.0,404.7084975956049,4.712890338199511,178000
179.0,211.99225443340043,4.704640678579235,179000
180.0,433.834284454392,4.716884417087748,180000
181.0,395.11944483943853,3.317879322280837,181000
182.0,437.8399304096479,4.716327513119587,182000
183.0,97.66477923450275,4.702171682630066,183000
184.0,480.1279968078622,4.712404337429302,184000
185.0,416.8934190169886,4.717478901418253,185000
186.0,453.8961371018681,4.693043031499132,186000
187.0,475.2412228031605,4.704758930179288,187000
188.0,157.9987869869175,4.716322729527881,188000
189.0,239.9351903735319,4.711089560430704,189000
190.0,485.6754822205772,4.714271081804423,190000
191.0,462.20108874388734,3.289750292213989,191000
192.0,450.25323652331474,4.720961065600498,192000
193.0,507.7218100364511,4.7238233071879465,193000
194.0,410.59779306079264,4.71344093257388,194000
195.0,379.6442467532403,4.703080090781749,195000
196.0,403.5151772843098,4.733793396411122,196000
197.0,458.0579560074932,4.7149030044891775,197000
198.0,136.49004408379972,4.673117174775655,198000
199.0,455.1488026663976,4.715717338793868,199000
200.0,486.11815834802167,4.7075068922266246,200000
201.0,103.91800141905748,3.320010149977625,201000
202.0,168.34027947483486,4.745472406943375,202000
203.0,507.91607573019394,4.718155427898718,203000
204.0,260.9277851905067,4.720148818363868,204000
205.0,341.5431487420942,4.718601719139891,205000
206.0,181.86946859120158,4.716308866712709,206000
207.0,473.2834652486367,4.729351160385449,207000
208.0,421.6449356581136,4.733060067712113,208000
209.0,141.93576683920753,4.716622534169566,209000
210.0,393.4428294971556,4.705808351617862,210000
211.0,160.3975364038866,3.2577802846144763,211000
212.0,236.7842614036108,4.6884243988435825,212000
213.0,399.23756171453533,4.724052820822811,213000
214.0,404.15260335276315,4.689837302550831,214000
215.0,454.58330413485976,4.719225373136361,215000
216.0,234.3362320607803,4.726547123847375,216000
217.0,450.51257069233554,4.713286354885962,217000
218.0,446.2694692157218,4.674899799771412,218000
219.0,437.62483929111215,4.7032398010466085,219000
220.0,457.40749134072627,4.7171574805693455,220000
221.0,224.52700869763476,3.3256943057187027,221000
222.0,505.47411364195585,4.708549114405414,222000
223.0,355.816265089621,4.732603508037566,223000
224.0,276.0399893851619,4.711795982293154,224000
225.0,405.80220425913785,4.721319823971066,225000
226.0,318.426648702626,4.732254586862823,226000
227.0,450.59232785772394,4.659847913854638,227000
228.0,448.3583010346486,4.715503276978781,228000
229.0,165.87020542540904,4.690293420687925,229000
230.0,470.46347279716394,4.6193026848375265,230000
231.0,78.09162125742903,3.3008290140281487,231000
232.0,170.0641958697864,4.67328172966189,232000
233.0,511.23751092318577,4.733856398064188,233000
234.0,459.9132767604211,4.696001645760983,234000
235.0,379.9414247917183,4.684060556372323,235000
236.0,467.35733335231004,4.738655078216114,236000
237.0,498.69748896654215,4.693825794462579,237000
238.0,420.5116758887458,4.718778295007698,238000
239.0,92.54710644138079,4.72792696082927,239000
240.0,444.27627446288426,4.721295270852909,240000
241.0,152.3789094538705,3.3413411897967458,241000
242.0,433.5064997538402,4.7062057136512125,242000
243.0,475.803111989227,4.710344670469922,243000
244.0,20.395724746270766,4.706902082724584,244000
245.0,68.24706807217821,4.698454417319686,245000
246.0,423.26093755460994,4.709781662240321,246000
247.0,408.03569279207005,4.725556825722609,247000
248.0,44.16938082163021,4.724717620017941,248000
249.0,77.70976967015807,4.703098801488126,249000
250.0,319.3036136471132,4.681794117695582,250000
251.0,518.2964089848039,3.3140598401491155,251000
252.0,465.81908562255785,4.716240232659263,252000
253.0,536.926216686634,4.682608461329998,253000
254.0,36.077062271592574,4.700029790471072,254000
255.0,218.21102996057664,4.666578839577478,255000
256.0,508.26868018491865,4.723521916206335,256000
257.0,548.0027311074604,4.702859138513766,257000
258.0,514.2047031080516,4.707909244293522,258000
259.0,501.3586558888786,4.677175943774544,259000
260.0,534.984882676037,4.698223900333147,260000
261.0,500.07258591798956,3.2904031796841955,261000
262.0,560.8665022449734,4.677577811978597,262000
263.0,543.1894226535696,4.721817797181774,263000
264.0,542.1700647074782,4.743217599974669,264000
265.0,466.11447911360136,4.712290603663298,265000
266.0,486.89514171305365,4.716904585166738,266000
267.0,370.32001728325935,4.730169938808195,267000
268.0,345.10508001748155,4.676891176802043,268000
269.0,516.7390876559732,4.701994892550781,269000
270.0,491.9323993124272,4.685356257883219,270000
271.0,537.027201372821,3.3010904187865107,271000
272.0,207.67429532225216,4.714339510188606,272000
273.0,550.9506644773119,4.732838959852732,273000
274.0,502.0236899530446,4.727509766412932,274000
275.0,505.8805097558013,4.723484584151393,275000
276.0,497.3149037809268,4.727316094031814,276000
277.0,301.1550162000171,4.720033690630491,277000
278.0,573.9355232201261,4.7295217793993976,278000
279.0,514.5243521047483,4.730033198231243,279000
280.0,436.349437065297,4.690284997337243,280000
281.0,336.0140037525235,3.292131699088577,281000
282.0,469.692363850705,4.6711057040689115,282000
283.0,544.2165812572059,4.750670295459629,283000
284.0,510.2137897317569,4.733177113698191,284000
285.0,505.09125048642767,4.6996137764429555,285000
286.0,334.6263220241715,4.708851008285817,286000
287.0,170.24648782736037,4.7299134273639485,287000
288.0,106.28679635952277,4.706328384801824,288000
289.0,447.6834821143052,4.717226364146886,289000
290.0,435.31782296537074,4.663698355902849,290000
291.0,440.81761267398525,3.2818011881087026,291000
292.0,515.5245215915381,4.693544878979148,292000
293.0,487.5609172566427,4.716138361812296,293000
294.0,533.4805138647868,4.68116226097839,294000
295.0,481.3988581609836,4.720748907815606,295000
296.0,507.3745343815129,4.6990170158276205,296000
297.0,494.3448579983378,4.701019428366849,297000
298.0,544.2520404774972,4.730892553635911,298000
299.0,514.8035098702507,4.734707116611676,299000
300.0,514.502324924005,4.670879288028025,300000
301.0,554.9860798048145,3.2962245378940915,301000
302.0,502.3529414890234,4.705442761368507,302000
303.0,535.2688830244722,4.7047711841882185,303000
304.0,391.6902285710356,4.706078064289689,304000
305.0,480.1036837180234,4.730763401511987,305000
306.0,110.39326572432307,4.717140610129228,306000
307.0,504.72811360578794,4.735575678083029,307000
308.0,511.94689076557427,4.724499579235745,308000
309.0,121.18342936261597,4.719719909224467,309000
310.0,363.1153760848085,4.708645191858265,310000
311.0,114.66995708621721,3.2941634687309858,311000
312.0,475.81422782765674,4.729454946730589,312000
313.0,162.59728401714818,4.701906065008218,313000
314.0,476.2767134160205,4.720128888126361,314000
315.0,486.92440430873967,4.717622855198639,315000
316.0,239.7296526907434,4.716779028153675,316000
317.0,428.2472276306268,4.7350183717928,317000
318.0,490.4298835620004,4.740232200476141,318000
319.0,507.27654410365045,4.725985827275204,319000
320.0,532.8956523248335,4.691313110854819,320000
321.0,438.8240958769584,3.3234142129435815,321000
322.0,480.1799095062065,4.72583928602643,322000
323.0,503.08983132861346,4.726126828556817,323000
324.0,531.130510801226,4.708007578593002,324000
325.0,212.95293024703582,4.7214427953562295,325000
326.0,462.43318326134244,4.734494619408842,326000
327.0,547.0938457802733,4.7244003525962945,327000
328.0,583.3368303556962,4.709638662534142,328000
329.0,509.79098603690926,4.698357323754953,329000
330.0,432.12943272607265,4.724010904641696,330000
331.0,287.4624233814868,3.3012154542197143,331000
332.0,223.16484937654985,4.7297553245990445,332000
333.0,506.988489906247,4.737044358105024,333000
334.0,355.39964388608814,4.74118964298278,334000
335.0,529.7496645339112,4.735113298013439,335000
336.0,528.9353095165347,4.736172530347474,336000
337.0,519.6288810255171,4.738236438055195,337000
338.0,483.1564339332426,4.722329358887617,338000
339.0,378.59333621431557,4.727984071802867,339000
340.0,515.3976965250071,4.722462644903482,340000
341.0,626.2262813754573,3.3010964463766457,341000
342.0,493.1528990273293,4.6916978367905395,342000
343.0,593.3309366883344,4.709494338943485,343000
344.0,526.2646095795942,4.698924205166744,344000
345.0,580.810056288607,4.715377561302947,345000
346.0,118.61958212902101,4.6988593504318175,346000
347.0,542.06120300551,4.7038890059193355,347000
348.0,543.7346954169242,4.702004011637524,348000
349.0,549.3514000281385,4.72825490404497,349000
350.0,572.6298953327679,4.715767824502088,350000
351.0,408.02065605074563,3.3107416823431106,351000
352.0,609.8511262632919,4.766002738032611,352000
353.0,540.881595328353,4.732753908258819,353000
354.0,542.028742563768,4.7333551987810365,354000
355.0,208.97289987964973,4.707000343260672,355000
356.0,569.0966952113954,4.7166732620336775,356000
357.0,494.5562146014869,4.689970543730109,357000
358.0,467.43394443686003,4.732402220385086,358000
359.0,576.2819154643557,4.737807917600884,359000
360.0,560.2585996211538,4.691582067077924,360000
361.0,579.8109887360134,3.3217802365638747,361000
362.0,592.9938045588891,4.744089963070672,362000
363.0,615.2094002747568,4.738047773316341,363000
364.0,645.1432970673676,4.721068692700733,364000
365.0,445.7925023640522,4.735563583882935,365000
366.0,306.2975131024905,4.715506627509347,366000
367.0,604.1527500793825,4.753425503755979,367000
368.0,607.3520848091019,4.73310855397983,368000
369.0,431.8570371346643,4.696653082184744,369000
370.0,560.3368995277408,4.68428079201833,370000
371.0,442.71250569528917,3.328071896021913,371000
372.0,509.0463206952557,4.6973110226529675,372000
373.0,593.9157611601864,4.716206101988344,373000
374.0,555.2529906713773,4.7008544000665795,374000
375.0,598.0550724208937,4.661973519246505,375000
376.0,618.659113789344,4.703628595641002,376000
377.0,600.0557440077058,4.717447734698109,377000
378.0,486.9236043036181,4.715172594555809,378000
379.0,359.0620815309906,4.719625376134981,379000
380.0,595.592310917385,4.665055745622346,380000
381.0,574.1914712679073,3.310354607755002,381000
382.0,449.3845812174347,4.720777737795516,382000
383.0,529.4076230331153,4.714205336471755,383000
384.0,531.854204408963,4.710102903819748,384000
385.0,518.3449129478695,4.696988620048322,385000
386.0,588.9313542094297,4.703464333502381,386000
387.0,515.624976447949,4.711639988154488,387000
388.0,558.100436321604,4.720524645336752,388000
389.0,577.5158363804718,4.724861121737398,389000
390.0,538.0145347890251,4.683251491126737,390000
391.0,46.82914526112411,3.321063050499644,391000
392.0,600.3550463512723,4.7128113504281695,392000
393.0,586.922428766572,4.711328814090891,393000
394.0,632.4044280101073,4.7243238201261155,394000
395.0,597.2420792327321,4.685867948316187,395000
396.0,586.2302351724619,4.669587233909542,396000
397.0,611.7854142408261,4.7245404716583,397000
398.0,470.16508536562674,4.730142850380845,398000
399.0,537.4280981627932,4.73944856903525,399000
400.0,592.2806782847583,4.6849233916289545,400000
401.0,503.5928097915559,3.3171705408033425,401000
402.0,664.6500059589536,4.7278245418616365,402000
403.0,543.5960343445943,4.7122762457083,403000
404.0,652.5371365690785,4.72796129333388,404000
405.0,64.67914256808322,4.715959809433174,405000
406.0,270.3969746266075,4.702755619762939,406000
407.0,626.0979839608481,4.7068896697135925,407000
408.0,587.6224945690103,4.708667150250876,408000
409.0,578.0515179957927,4.68633786141317,409000
410.0,623.6973837636463,4.707543898178173,410000
411.0,637.481759036389,3.2852685754040873,411000
412.0,589.0594384995504,4.719738476393039,412000
413.0,584.1764740939444,4.736393254487173,413000
414.0,677.952577468524,4.733353211674991,414000
415.0,592.5484605281052,4.726228183417747,415000
416.0,578.6963559624664,4.687064062837347,416000
417.0,598.1024017861521,4.728595857589381,417000
418.0,656.3675276312408,4.724927090106337,418000
419.0,622.0238133501789,4.740458414448181,419000
420.0,446.21547762945914,4.624650990405173,420000
421.0,620.7828466521896,3.3119061011753934,421000
422.0,595.2045539412327,4.731844379550998,422000
423.0,595.6358082995155,4.723600497375974,423000
424.0,593.4943215230885,4.748442952477235,424000
425.0,645.3543167512388,4.724674052828341,425000
426.0,635.1601271465482,4.731402368907566,426000
427.0,631.7542726363782,4.719676997105511,427000
428.0,595.9024204277764,4.734005595572799,428000
429.0,629.4024921324254,4.740935686171087,429000
430.0,643.5572890941256,4.590949523940015,430000
431.0,542.7209284247522,3.2820674413188766,431000
432.0,646.0908402360518,4.72126941063706,432000
433.0,602.0491459419409,4.737713450572647,433000
434.0,621.9483572589608,4.706078719046605,434000
435.0,622.2975301393803,4.730407335897377,435000
436.0,681.6040072905388,4.720059526687606,436000
437.0,586.7467100474439,4.731321531869216,437000
438.0,607.9373420584333,4.740550451311207,438000
439.0,657.2153135724856,4.699504692644182,439000
440.0,650.4513390219147,4.699373531294515,440000
441.0,42.41055341879307,3.31732426213673,441000
442.0,659.9406559039642,4.736153566252709,442000
443.0,641.0446752647963,4.716336963658555,443000
444.0,662.2973514600445,4.721480392778795,444000
445.0,551.4261387300169,4.710115280890825,445000
446.0,638.105930990142,4.731223715594571,446000
447.0,638.6824489300899,4.6990187636302,447000
448.0,543.8441631214034,4.732622902956008,448000
449.0,572.6711034493757,4.732374476326645,449000
450.0,619.7362213967409,4.590674164708846,450000
451.0,616.5316544463461,3.31627092498503,451000
452.0,602.3336754587898,4.719309535620069,452000
453.0,612.2008006572345,4.742461368865557,453000
454.0,603.3813169437328,4.718888243545876,454000
455.0,653.5084021118009,4.717900111692295,455000
456.0,594.6261684904081,4.710103739534465,456000
457.0,642.3131429001102,4.7089145742771095,457000
458.0,587.2096956277237,4.738826808241793,458000
459.0,608.5770326897181,4.695419826128287,459000
460.0,531.6926904905677,4.686486717770967,460000
461.0,612.5227439070503,3.2864573782481337,461000
462.0,646.803891700666,4.745282124023498,462000
463.0,581.8770975538309,4.703328330897692,463000
464.0,402.346101475386,4.65736283034657,464000
465.0,560.2482742975579,4.755015914045737,465000
466.0,595.866155036334,4.738533189359548,466000
467.0,561.9388662785175,4.726617645510312,467000
468.0,648.9634259198353,4.731263315541501,468000
469.0,543.963263057575,4.706651468792886,469000
470.0,611.9416156335247,4.6787724218461975,470000
471.0,588.1929605847076,3.283847701578912,471000
472.0,524.5350633665365,4.659830953852877,472000
473.0,516.7288331548033,4.718531786815868,473000
474.0,626.436705927908,4.69913149964314,474000
475.0,660.8929156425496,4.726849252602935,475000
476.0,584.3166787789952,4.698258876409241,476000
477.0,620.5345414325528,4.714141775915802,477000
478.0,466.139097622317,4.690199852911948,478000
479.0,649.6451252653619,4.73870622757754,479000
480.0,621.1187099663391,4.694813020874362,480000
481.0,556.0529989527379,3.3114961334737054,481000
482.0,546.3970867129015,4.700372879979539,482000
483.0,439.98967745520673,4.71310874925041,483000
484.0,615.1297380379491,4.723302730479436,484000
485.0,621.2261914153247,4.709513375698021,485000
486.0,556.2526127169858,4.718493620587634,486000
487.0,506.84849221818325,4.718270729407331,487000
488.0,642.2114741857708,4.704711424069373,488000
489.0,246.7411429740211,4.702999944406811,489000
490.0,542.3631925863178,4.688176901490793,490000
491.0,575.8266410797909,3.316782339277831,491000
492.0,581.1767061888514,4.714941314060614,492000
493.0,651.0380767412584,4.753519865734243,493000
494.0,646.9731670270461,4.715413355182365,494000
495.0,649.210912682667,4.722333059403074,495000
496.0,629.8431100102993,4.724928686910732,496000
497.0,633.0622329247287,4.726451518155672,497000
498.0,625.5550507169945,4.676633131794866,498000
499.0,633.9888197311111,4.708287500829279,499000
500.0,553.4135512332543,4.713484091559659,500000
